case_id,split,status,alignment,image,label,foreground_voxels,has_label_9,crop_retains_all_foreground
sub-17_UNIT1,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr17/anat/sub-sspr17_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-17_UNIT1.nii.gz,3784,True,True
sub-24_inv-1_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr24/anat/sub-sspr24_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-24_inv-1_part-mag_MP2RAGE.nii.gz,2764,True,True
sub-24_inv-2_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr24/anat/sub-sspr24_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-24_inv-2_part-mag_MP2RAGE.nii.gz,2764,True,True
sub-24_UNIT1,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr24/anat/sub-sspr24_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-24_UNIT1.nii.gz,2764,True,True
sub-31_inv-1_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr31/anat/sub-sspr31_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-31_inv-1_part-mag_MP2RAGE.nii.gz,1898,True,True
sub-31_inv-2_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr31/anat/sub-sspr31_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-31_inv-2_part-mag_MP2RAGE.nii.gz,1898,True,True
sub-31_UNIT1,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr31/anat/sub-sspr31_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-31_UNIT1.nii.gz,1898,True,True
sub-37_inv-1_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr37/anat/sub-sspr37_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-37_inv-1_part-mag_MP2RAGE.nii.gz,2423,True,True
sub-37_inv-2_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr37/anat/sub-sspr37_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-37_inv-2_part-mag_MP2RAGE.nii.gz,2423,True,True
sub-37_UNIT1,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr37/anat/sub-sspr37_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-37_UNIT1.nii.gz,2423,True,True
